OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
x,22594,Texas Court of Appeals,,Tex. App.,,90,Texas,,1997-08-29,2008-06-26,9099875,View example
x,22667,Texas Court of Civil Appeals,,Tex. Civ. App.,,227,Texas,,1922-10-25,1944-01-13,10203532,View example
x,8990,Texas Court of Criminal Appeals,,Tex. Crim. App.,,72192,Texas,,1892-12-21,2017-10-04,158448,View example
x,9816,Texas Court of Criminal Appeals,8990,Tex. Crim. App,,867,Texas,,1892-01-30,2010-03-03,155952,View example
x,22599,Texas Court of Review Tribunal,,Tex. Rev. Trib.,,1,Texas,,2004-06-10,2004-06-10,9184886,View example
x,8992,Texas Courts of Appeals,,Tex. App.,,59783,Texas,,1876-01-01,2017-12-21,123680,View example
x,22644,Texas Courts of Appeals,8992,Tenn.,,1,Tennessee,,1983-07-28,1983-07-28,9946726,View example
x,22931,Texas Courts of Appeals,8992,Tex. App. Texas,,25,Texas,,2016-05-24,2016-07-27,12176166,View example
x,24343,Texas Courts of Appeals,8992,Tex. App.,,69,United States,,1996-06-06,1997-12-04,11887767,View example
x,8816,Texas Courts of Civil Appeals,,Tex. Civ. App.,,82269,Texas,,1885-10-14,2015-12-08,216175,View example
x,22686,Texas Courts of Civil Appeals,8816,Tex. Civ. App,,1,Texas,,1933-06-09,1933-06-09,10236507,View example
x,20065,Texas Judicial Panel on Multidistrict Litigation,,Tex. J.P.M.L.,,39,Texas,,2005-10-26,2016-08-30,6812652,View example
x,22254,Texas Judicial Panel on Multidistrict Litigation,20065,J.P.M.L.,,1,Texas,,2008-02-19,2008-02-19,7301078,View example
x,22255,Texas Judicial Panel on Multidistrict Litigation,20065,Texas J.P.M.L.,,1,Texas,,2007-03-26,2007-03-26,7302235,View example
x,16464,Texas Special Court of Review,,Tex. Spec. Ct. Review,,8,Texas,,1992-11-16,2015-09-30,6824696,View example
x,14612,Texas Supreme Court,9992,Tex.,,198,Texas,,1876-01-01,1902-06-27,2158834,View example
x,12004,Tiffin Municipal Court,,Tiffin Mun. Ct.,,9,Ohio,,1970-12-18,1989-03-17,1442469,View example
x,23598,Tillamook County Circuit Court,,Tillamook Cty. Cir. Ct.,,3,Oregon,,2016-05-25,2016-06-02,12168469,View example
x,10435,Tioga County Court,,Tioga Cty. Ct.,,5,New York,,1898-07-01,1929-09-03,791679,View example
x,11282,Tioga County Court of Common Pleas,,Tioga Cty. C.P.,,32,Pennsylvania,,1890-10-06,1998-07-01,819986,View example
x,21787,Tioga County Court of Common Pleas,11282,Tioga Cty. Ct. C.P.,,2,Pennsylvania,,1885-08-17,1886-01-01,1036170,View example
x,12201,Tioga County Court of Quarter Sessions,,Tioga Cty. Ct. Quarter Sess.,,6,Pennsylvania,,1928-01-18,1968-12-04,1487638,View example
x,16886,Tioga County Orphans' Court,,Tioga Cty. Orphans' Ct.,,2,Pennsylvania,,1941-11-15,1944-10-25,1547843,View example
x,18983,Toledo City Municipal Court,11966,Toledo City Mun. Ct.,,1,Ohio,,1930-04-23,1930-04-23,1566286,View example
x,11966,Toledo Municipal Court,,Toledo Mun. Ct.,,31,Ohio,,1938-01-01,1999-09-24,1431925,View example
x,17548,Toledo Municipal Court,11966,Ohio Mun. Ct.,,2,Ohio,,1973-11-09,1974-06-20,1443581,View example
x,19150,Tompkins County Court,,Tompkins Cty. Ct.,,3,New York,,1899-04-24,2016-11-30,1294571,View example
x,10607,Tonawanda City Court,,Tonawanda City Ct.,,4,New York,,1933-01-09,1992-02-06,827751,View example
x,11901,Tonawanda Justice Court,,Tonawanda J. Ct.,,1,New York,,1975-02-18,1975-02-18,1287526,View example
x,19736,Tonawanda Town Court,,Tonawanda Town Ct.,,1,New York,,1974-01-24,1974-01-24,1274103,View example
x,23032,Town of Greece Justice Court,,Town of Greece Just. Ct.,,1,New York,,2016-10-10,2016-10-10,12298647,View example
x,23024,Town of Greenport Justice Court,,Town of Greenport Just. Ct.,,1,New York,,2017-08-25,2017-08-25,12282668,View example
x,22999,Town of Kinderhook Justice Court,,Town of Kinderhook J. Ct.,,1,New York,,2016-10-04,2016-10-04,12170955,View example
x,23025,Town of Kinderhook Justice Court,22999,Town of Kinderhook Just. Ct.,,1,New York,,2017-09-05,2017-09-05,12282832,View example
x,23022,Town of Penfield Justice Court,,Town of Penfield Just. Ct.,,1,New York,,2017-08-20,2017-08-20,12282269,View example
x,23018,Town of Red Hook Justice Court,,Town of Red Hook J. Ct.,,1,New York,,2016-10-17,2016-10-17,12171078,View example
x,23014,Town of Webster Justice Court,,Town of Webster J. Ct.,,1,New York,,2016-08-11,2016-08-11,12170420,View example
x,9893,Trenton City District Court,,Trenton City Dist. Ct.,,1,New Jersey,,1939-08-12,1939-08-12,431881,View example
x,22321,Tribal Appellate Court of the Little Traverse Bands of Odawa Indians,,Little Traverse Bands of Odawa Indians Tribal App. Ct.,,35,Tribal Jurisdictions,,1999-10-28,2015-03-13,7342536,View example
x,21625,Tribal Court of the Confederated Tribes of the Grand Ronde Community,,Confederated Tribes Grand Ronde Tribal Ct.,,105,Tribal Jurisdictions,,1999-12-21,2016-08-05,6765281,View example
x,22228,Trinity District Court,,Trinity Dist. Ct.,,5,California,,1857-12-01,1858-04-01,8153807,View example
x,21622,Troup Superior Court,,Troup Super. Ct.,,1,Georgia,,1842-05-01,1842-05-01,6752815,View example
x,10313,Troy City Court,,Troy City Ct.,,4,New York,,1926-02-26,2010-09-08,771814,View example
x,11450,Troy City Police Court,,Troy City Police Ct.,,1,New York,,1957-04-19,1957-04-19,1009025,View example
x,11249,Troy City PoliceCourt,11450,Troy City Police Ct.,,1,New York,,1949-07-18,1949-07-18,947975,View example
x,9411,Trumbull Circuit Court,,Trumbull Cir. Ct.,,8,Ohio,,1885-05-01,1906-10-01,421692,View example
x,13509,Trumbull County Circuit Court,,Trumbull Cty. Cir. Ct.,,8,Ohio,,1894-05-01,1911-03-09,392843,View example
x,13470,Trumbull County Common Pleas Court,9256,Trumbull Cty. C.P.,,1,Ohio,,1951-01-23,1951-01-23,1759303,View example
x,21272,Trumbull County Court,,Trumbull Cty. Ct.,,5,Ohio,,1964-11-18,2003-10-27,6705335,View example
x,9256,Trumbull County Court of Common Pleas,,Trumbull Cty. C.P.,,74,Ohio,,1890-01-01,2011-01-03,305189,View example
x,17222,Trumbull County Court of Common Pleas,9256,Trumbull County C.P.,,2,Ohio,,1919-03-21,1958-12-03,1559632,View example
x,17973,Trumbull County Court of Common Pleas,9256,Trumbull Cty. Ct. C.P.,,4,Ohio,,1932-11-12,1933-03-27,1569287,View example
x,17928,Trumbull County Municipal Court,,Ohio Mun. Ct.,,1,Ohio,,1974-09-03,1974-09-03,1443970,View example
x,18823,Trumbull County Probate Court,,Trumbull Cty. Prob. Ct.,,1,Ohio,,1917-01-01,1917-01-01,1555371,View example
x,21717,Tuckahoe Justice Court,,Tuckahoe J. Ct.,,1,New York,,2001-01-30,2001-01-30,1233020,View example
x,10717,Tuckahoe Village Court,,Tuckahoe Village Ct.,,3,New York,,1987-06-04,1989-05-09,859779,View example
x,21612,Tulalip Tribal Court of Appeals,,Tulalip Tribal Ct. App.,,42,Tribal Jurisdictions,,2009-09-21,2016-09-09,6764736,View example
x,9474,Tuscarawas Circuit Court,,Tuscarawas Cir. Ct.,,7,Ohio,,1887-11-01,1912-06-21,421694,View example
x,13554,Tuscarawas County Circuit Court,,Tuscarawas Cty. Cir. Ct.,,9,Ohio,,1900-05-01,1912-06-21,392944,View example
x,10074,Tuscarawas County Court of Common Pleas,,Tuscarawas Cty. C.P.,,76,Ohio,,1816-06-01,1970-12-02,628208,View example
x,11965,Tuscarawas County Court of Common Pleas,10074,Tuscarawas Cty. Ct. C.P.,,3,Ohio,,1933-01-04,1964-06-11,1432187,View example
x,17215,Tuscarawas County Court of Common Pleas,10074,Tuscarawas County C.P.,,7,Ohio,,1961-08-16,1968-09-27,1810096,View example
x,23220,Tuscarawas County Court of Common Pleas,10074,Ohio C.P.,,1,Ohio,,1909-12-13,1909-12-13,1540530,View example
x,17428,Tuscarawas County Juvenile Court,,Tuscarawas Cty. Juv. Ct.,,3,Ohio,,1926-01-05,1943-04-08,1564809,View example
x,9231,Tuscarawas County Probate Court,,Tuscarawas Cty. Prob. Ct.,,54,Ohio,,1925-03-01,1944-09-06,305213,View example
x,17053,Tuscarawas County Probate Court,9231,Tuscarawas County Prob. Ct.,,4,Ohio,,1934-12-20,1962-04-16,1676021,View example
x,17613,Tuscarawas County Probate Court,9231,Ohio Prob. Ct.,,3,Ohio,,1926-01-01,1927-01-08,1564791,View example
x,19021,Tuscarawas Probate Court,9231,Tuscarawas Prob. Ct.,,2,Ohio,,1926-01-01,1926-01-14,1638123,View example
x,16038,Tuscola Circuit Court,,Tuscola Cir. Ct.,,1,Michigan,,1880-05-14,1880-05-14,2240344,View example
?,10056,U. S. Circuit Court for the Southern District of New York,,C. C. S. D. N.Y.,,2,New York,,1882-01-01,1882-07-01,628661,View example
?,13948,U. S. District Court,,U.S. Dist. Ct.,,1,New York,,1885-01-01,1885-01-01,1955044,View example
?,16242,U.S. Circuit Court,,U.S.C. Ct.,,3,New York,,1888-02-01,1888-06-01,1960468,View example
?,13951,U.S. Circuit Court for the Southern District of N.Y.,,U.S Cir. Ct.,,1,New York,,1869-11-01,1869-11-01,1963067,View example
?,22069,US Circuit of Northern District of NY,,C.C.N.D.N.Y.,,1,New York,,1880-01-01,1880-01-01,622873,View example
x,11456,Ulster County Court,,Ulster Cty. Ct.,,15,New York,,1868-10-01,1962-01-19,1103651,View example
x,19868,Ulster Justice Court,,Ulster J. Ct.,,1,New York,,1969-04-21,1969-04-21,1203579,View example
x,22948,Umatilla County Circuit Court,,Umatilla Cty. Cir. Ct.,,4,Oregon,,2016-05-04,2016-07-27,12166828,View example
x,21508,Uniated States Court of Appeals for the Sixth Circuit,8864,6th Cir.,,1,United States,,1972-05-23,1972-05-23,728342,View example
x,13299,Union Circuit Court,9511,Union Cir. Ct.,,1,Ohio,,1887-02-01,1887-02-01,1616472,View example
x,9511,Union County Circuit Court,,Union Cty. Cir. Ct.,,3,Ohio,,1895-02-01,1900-02-01,417788,View example
x,23669,Union County Circuit Court,,Union Cty. Cir. Ct.,,5,New Jersey,,1930-01-01,1933-07-21,426591,View example
x,24049,Union County Circuit Court,,Union Cty. Cir. Ct.,,1,Florida,,1976-07-13,1976-07-13,2011269,View example
x,24080,Union County Circuit Court,,Union Cty. Cir. Ct.,,2,Oregon,,1870-11-01,1871-05-01,2292601,View example
x,10289,Union County Common Pleas Court,,Union Cty. C.P. Ct.,,1,New Jersey,,1932-01-01,1932-01-01,739170,View example
x,9260,Union County Court,,Union Cty. Ct.,,61,New Jersey,,1939-05-11,1978-03-17,287142,View example
x,9081,Union County Court of Common Pleas,,Union Cty. C.P.,,52,Pennsylvania,,1883-05-01,1991-09-10,220784,View example
x,9834,Union County Court of Common Pleas,,Union Cty. Ct. C.P.,,14,New Jersey,,1923-01-01,1942-07-01,429138,View example
x,12330,Union County Court of Common Pleas,23788,Ohio C.P.,,2,Ohio,,1909-09-01,1910-01-03,1540503,View example
x,23691,Union County Court of Common Pleas,9081,Union Cty. C.P.,,1,New Jersey,,1943-03-03,1943-03-03,457692,View example
x,23788,Union County Court of Common Pleas,,Union Cty. C.P.,,1,Ohio,,1907-10-12,1907-10-12,888079,View example
x,12125,Union County Court of Quarter Sessions,,Union Cty. Ct. Quarter Sess.,,13,Pennsylvania,,1885-09-21,1968-11-22,1036119,View example
x,9697,Union County District Court,,Union Cty. Dist. Ct.,,27,New Jersey,,1932-10-04,1980-12-16,295625,View example
x,9712,Union County Juvenile and Domestic Relations Court,,Union Cty. Juv. & Dom. Rel. Ct.,,15,New Jersey,,1935-04-01,1977-09-30,287108,View example
x,15273,Union County Juvenile and Domestic Relations Court,9712,Union Cty. Juv. & Dom.Rel. Ct.,,1,New Jersey,,1967-11-20,1967-11-20,519269,View example
x,9849,Union County Orphans Court,23667,Union Cty. Orphans Ct.,,3,New Jersey,,1937-06-08,1946-05-24,433449,View example
x,9874,Union County Orphans' Court,,Union Cty. Orphans' Ct.,,6,Pennsylvania,,1890-10-06,1985-05-21,820021,View example
x,23667,Union County Orphans' Court,,Union Cty. Orphans' Ct.,,1,New Jersey,,1939-01-09,1939-01-09,431874,View example
x,18005,Union County Probate Court,,Union Cty. Prob. Ct.,,1,Ohio,,1969-11-17,1969-11-17,1439262,View example
x,18982,Union County Probate Court,18005,Union County Prob. Ct.,,1,Ohio,,1905-09-01,1905-09-01,1535664,View example
x,19200,United S tates District Court for the District of South Carolina,9266,D.S.C.,,1,United States,,1973-01-02,1973-01-02,3563767,View example
x,19226,United State District Court for the Northern District of Texas,9170,N.D. Tex.,,1,United States,,1968-04-04,1968-04-04,5349112,View example
x,10454,United State Supreme Court,9009,U.S.,,3,United States,,1868-12-01,1891-12-01,803116,View example
x,9057,United States Air Force Court of Criminal Appeals,,A.F. Ct. Crim. App.,,478,United States,,1994-10-14,2017-09-20,33786,View example
x,20678,United States Air Force Court of Criminal Review,,A.F.C.M.R.,,69,United States,,1979-08-01,1981-03-19,3615470,View example
x,16905,United States Air Force Court of Military Review,,A.F.C.M.R.,,1406,United States,,1975-03-31,1994-09-22,3521220,View example
x,17152,United States Air Force Court of Military Review,16905,A.C.M.R.,,1,United States,,1986-12-12,1986-12-12,3530258,View example
x,9037,United States Army Court of Criminal Appeals,,A. Ct. Crim. App.,,349,United States,,1994-10-18,2017-09-28,80941,View example
x,9823,United States Army Court of Criminal Appeals,9037,A. Ct. Crim. App,,91,United States,,1996-11-13,2009-05-26,33791,View example
x,20682,United States Army Court of Criminal Review,,A.C.M.R.,,65,United States,,1979-08-15,1981-02-27,3615341,View example
x,16923,United States Army Court of Military Review,,A.C.M.R.,,2049,United States,,1974-09-23,1994-08-17,3521278,View example
x,9080,United States Bankruptcy Appellate Panel for the Eighth Circuit,,B.A.P. 8th Cir.,,659,United States,,1997-03-07,2018-01-09,37805,View example
x,9354,United States Bankruptcy Appellate Panel for the First Circuit,,B.A.P. 1st Cir.,,388,United States,,1981-02-04,2018-02-26,37723,View example
x,9095,United States Bankruptcy Appellate Panel for the Ninth Circuit,,B.A.P. 9th Cir.,,1522,United States,,1980-05-27,2017-12-22,37799,View example
x,21013,United States Bankruptcy Appellate Panel for the Ninth Circuit,8826,9th Cir.,,3,United States,,2011-09-21,2011-11-04,4191703,View example
x,22896,United States Bankruptcy Appellate Panel for the Ninth Circuit,9095,B.A.P. 9th Cir,,1,United States,,2000-03-22,2000-03-22,11453808,View example
x,10022,United States Bankruptcy Appellate Panel for the Second Circuit,,B.A.P. 2d Cir.,,27,United States,,1996-11-25,2000-04-21,168467,View example
x,9346,United States Bankruptcy Appellate Panel for the Sixth Circuit,,B.A.P. 6th Cir.,,244,United States,,1997-06-13,2018-04-06,37783,View example
x,9611,United States Bankruptcy Appellate Panel for the Tenth Circuit,,B.A.P. 10th Cir.,,315,United States,,1996-10-28,2017-11-30,90550,View example
x,9618,United States Bankruptcy Court for the Central District of California,,Bankr. C.D. Cal.,,746,United States,,1979-06-18,2018-02-14,90612,View example
x,9072,United States Bankruptcy Court for the Central District of Illinois,,Bankr. C.D. Ill.,,564,United States,,1980-06-16,2018-03-05,37719,View example
x,12883,United States Bankruptcy Court for the District of Alaska,,Bankr. D. Alaska,,74,United States,,1981-11-06,2017-11-16,312094,View example
x,9401,United States Bankruptcy Court for the District of Arizona,,Bankr. D. Ariz.,,427,United States,,1979-12-10,2017-07-28,37819,View example
x,9667,United States Bankruptcy Court for the District of Colorado,,Bankr. D. Colo.,,949,United States,,1979-11-28,2018-03-26,90473,View example
x,20877,United States Bankruptcy Court for the District of Colorado,9667,Bankr. D. Colo,,1,United States,,2006-08-15,2006-08-15,3921406,View example
x,9630,United States Bankruptcy Court for the District of Columbia,,Bankr. D.D.C.,,383,United States,,1979-12-13,2017-11-29,377784,View example
x,11537,United States Bankruptcy Court for the District of Columbia,9630,Bankr. D.C.,,1,United States,,2002-11-19,2002-11-19,1113493,View example
x,9004,United States Bankruptcy Court for the District of Connecticut,,Bankr. D. Conn.,,974,United States,,1979-08-27,2018-01-10,37832,View example
x,24220,United States Bankruptcy Court for the District of Connecticut,9004,Bankr. D. Conn.,,4,Connecticut,,1996-09-10,1996-11-18,6434340,View example
x,9367,United States Bankruptcy Court for the District of Delaware,,Bankr. D. Del.,,1178,United States,,1979-12-18,2018-04-10,37750,View example
x,19188,United States Bankruptcy Court for the District of Florida,,Bankr. D. Fla.,,2,United States,,1979-11-06,1989-03-23,6475614,View example
x,18944,United States Bankruptcy Court for the District of Guam,,Bankr. D. Guam,,3,United States,,1982-05-28,1985-03-25,6095151,View example
x,10076,United States Bankruptcy Court for the District of Hawaii,,Bankr. D. Haw.,,275,United States,,1979-12-17,2017-09-21,630739,View example
x,24370,United States Bankruptcy Court for the District of Hawaii,10076,Bankr. D. Haw.,,1,Hawaii,,2016-11-03,2016-11-03,12176740,View example
x,9810,United States Bankruptcy Court for the District of Idaho,,Bankr. D. Idaho,,568,United States,,1980-01-11,2018-01-10,90595,View example
x,18821,United States Bankruptcy Court for the District of Idaho,9810,D. Idaho,,1,United States,,1983-02-08,1983-02-08,6098389,View example
x,20169,United States Bankruptcy Court for the District of Iowa,,Bankr. D. Iowa,,1,United States,,1984-08-31,1984-08-31,6558643,View example
x,9428,United States Bankruptcy Court for the District of Kansas,,Bankr. D. Kan.,,794,United States,,1980-04-28,2017-12-21,37809,View example
x,9718,United States Bankruptcy Court for the District of Maine,,Bankr. D. Me.,,394,United States,,1979-11-09,2018-04-03,312079,View example
x,9650,United States Bankruptcy Court for the District of Maryland,,Bankr. D. Md.,,626,United States,,1979-10-03,2018-03-13,90643,View example
x,9357,United States Bankruptcy Court for the District of Massachusetts,,Bankr. D. Mass.,,1932,United States,,1979-07-03,2018-04-06,37724,View example
x,9424,United States Bankruptcy Court for the District of Minnesota,,Bankr. D. Minn.,,829,United States,,1979-07-11,2018-02-26,37785,View example
x,24212,United States Bankruptcy Court for the District of Minnesota,9424,Bankr. D. Minn.,,1,Minnesota,,1984-11-19,1984-11-19,6095324,View example
x,9610,United States Bankruptcy Court for the District of Montana,,Bankr. D. Mont.,,372,United States,,1981-02-26,2017-12-21,168322,View example
x,9490,United States Bankruptcy Court for the District of Nebraska,,Bankr. D. Neb.,,392,United States,,1979-12-10,2017-09-29,37868,View example
x,10028,United States Bankruptcy Court for the District of Nevada,,Bankr. D. Nev.,,251,United States,,1979-10-10,2017-01-26,273633,View example
x,9440,United States Bankruptcy Court for the District of New Hampshire,,Bankr. D.N.H.,,504,United States,,1981-03-05,2017-09-29,37781,View example
x,9683,United States Bankruptcy Court for the District of New Jersey,,Bankr. D.N.J.,,791,United States,,1979-11-21,2018-02-13,90566,View example
x,9430,United States Bankruptcy Court for the District of New Mexico,,Bankr. D.N.M.,,504,United States,,1980-01-31,2018-03-05,37717,View example
x,10017,United States Bankruptcy Court for the District of North Dakota,,Bankr. D.N.D.,,338,United States,,1979-08-28,2017-10-24,269066,View example
x,9788,United States Bankruptcy Court for the District of Oregon,,Bankr. D. Or.,,471,United States,,1979-11-26,2017-12-13,90669,View example
x,10019,United States Bankruptcy Court for the District of Puerto Rico,,Bankr. D.P.R.,,320,United States,,1980-03-20,2018-01-24,269120,View example
x,15798,United States Bankruptcy Court for the District of Puerto Rico,10019,Bankr. P.R.,,3,United States,,1997-06-27,1997-08-08,940502,View example
x,10018,United States Bankruptcy Court for the District of Rhode Island,,Bankr. D.R.I.,,678,United States,,1972-01-14,2018-02-06,168157,View example
x,9038,United States Bankruptcy Court for the District of South Carolina,,Bankr. D.S.C.,,579,United States,,1980-02-29,2018-02-02,273548,View example
x,11708,United States Bankruptcy Court for the District of South Dakota,,Bankr. D.S.D.,,243,United States,,1980-02-06,2014-09-22,1213704,View example
x,18960,United States Bankruptcy Court for the District of Tennessee,20156,Bankr. Tenn.,,1,United States,,1983-12-15,1983-12-15,6126272,View example
x,20156,United States Bankruptcy Court for the District of Tennessee,,Bankr. D. Tenn,Bankr. D. Tenn.,1,United States,,1981-12-17,1981-12-17,6545289,View example
x,20167,United States Bankruptcy Court for the District of Tennessee,20156,Bankr. D. Tennessee,,2,United States,,1984-08-15,1984-08-15,6555206,View example
x,9792,United States Bankruptcy Court for the District of Utah,,Bankr. D. Utah,,292,United States,,1979-10-01,2018-02-15,90671,View example
x,9642,United States Bankruptcy Court for the District of Vermont,,Bankr. D. Vt.,,435,United States,,1979-05-08,2018-02-23,168414,View example
x,10988,United States Bankruptcy Court for the District of Wyoming,,Bankr. D. Wyo.,,52,United States,,1983-08-09,2017-02-27,168115,View example
x,17251,United States Bankruptcy Court for the District of the Virgin Islands,,Bankr. D.V.I.,,14,United States,,1979-12-26,2014-03-19,3289518,View example
x,9609,United States Bankruptcy Court for the Eastern District of Arkansas,,Bankr. E.D. Ark.,,681,United States,,1980-01-11,2018-02-13,90497,View example
x,9784,United States Bankruptcy Court for the Eastern District of California,,Bankr. E.D. Cal.,,378,United States,,1981-10-22,2018-03-28,90680,View example
x,9606,United States Bankruptcy Court for the Eastern District of Kentucky,,Bankr. E.D. Ky.,,192,United States,,1983-06-13,2017-10-12,377697,View example
x,10105,United States Bankruptcy Court for the Eastern District of Louisiana,,Bankr. E.D. La.,,152,United States,,1981-10-28,2017-11-22,440111,View example
x,15303,United States Bankruptcy Court for the Eastern District of Louisiana,11361,Bankr. M.D. La.,,1,United States,,1998-03-05,1998-03-05,168315,View example
x,20132,United States Bankruptcy Court for the Eastern District of Massachusetts,,Bankr. E.D. Mass.,,1,United States,,1993-01-08,1993-01-08,6516264,View example
x,9383,United States Bankruptcy Court for the Eastern District of Michigan,,Bankr. E.D. Mich.,,1018,United States,,1979-10-26,2018-02-02,37745,View example
x,9085,United States Bankruptcy Court for the Eastern District of Missouri,,Bankr. E.D. Mo.,,714,United States,,1982-03-22,2018-01-29,37735,View example
x,24233,United States Bankruptcy Court for the Eastern District of Missouri,9085,Bankr. E.D. Mo.,,1,Missouri,,1991-11-08,1991-11-08,6507401,View example
x,9503,United States Bankruptcy Court for the Eastern District of New York,,Bankr. E.D.N.Y.,,1439,United States,,1979-06-21,2018-03-29,37789,View example
x,9053,United States Bankruptcy Court for the Eastern District of North Carolina,,Bankr. E.D.N.C.,,381,United States,,1974-06-20,2018-02-06,37732,View example
x,9620,United States Bankruptcy Court for the Eastern District of Oklahoma,,Bankr. E.D. Okla.,,125,United States,,1982-07-26,2017-05-31,273581,View example
x,24231,United States Bankruptcy Court for the Eastern District of Oklahoma,9620,Bankr. E.D. Okla.,,1,Oklahoma,,1989-09-08,1989-09-08,6485833,View example
x,9599,United States Bankruptcy Court for the Eastern District of Pennsylvania,,Bankr. E.D. Pa.,,2545,United States,,1842-01-01,2018-03-06,90570,View example
x,9389,United States Bankruptcy Court for the Eastern District of Tennessee,,Bankr. E.D. Tenn.,,872,United States,,1979-09-18,2018-03-01,37767,View example
x,21789,United States Bankruptcy Court for the Eastern District of Tennessee,9389,Bankr. E.D. Tex.,,1,United States,,2015-10-29,2015-10-29,4355708,View example
x,24400,United States Bankruptcy Court for the Eastern District of Tennessee,9389,Bankr. E.D. Tenn.,,2,Tennessee,,2017-07-21,2017-07-21,12268813,View example
x,11247,United States Bankruptcy Court for the Eastern District of Texas,,Bankr. E.D. Tex.,,277,United States,,1989-11-29,2018-02-16,168123,View example
x,9460,United States Bankruptcy Court for the Eastern District of Virginia,,Bankr. E.D. Va.,,1362,United States,,1979-08-27,2018-03-22,37720,View example
x,10091,United States Bankruptcy Court for the Eastern District of Washington,,Bankr. E.D. Wash.,,71,United States,,1980-01-18,2015-02-10,630704,View example
x,9087,United States Bankruptcy Court for the Eastern District of Wisconsin,,Bankr. E.D. Wis.,,505,United States,,1980-10-07,2017-12-27,37794,View example
x,10086,United States Bankruptcy Court for the Eastern District of Wisconsin,9087,Bank. E.D. Wis.,,7,United States,,2002-10-10,2015-04-20,630717,View example
x,9721,United States Bankruptcy Court for the Middle District of Alabama,,Bankr. M.D. Ala.,,266,United States,,1980-06-05,2018-03-08,90636,View example
x,9112,United States Bankruptcy Court for the Middle District of Florida,,Bankr. M.D. Fla.,,3786,United States,,1979-09-26,2018-03-29,37715,View example
x,24402,United States Bankruptcy Court for the Middle District of Florida,9112,Bankr. M.D. Fla.,,1,Florida,,2017-01-25,2017-01-25,12272843,View example
x,9675,United States Bankruptcy Court for the Middle District of Georgia,,Bankr. M.D. Ga.,,586,United States,,1980-02-01,2018-01-19,90609,View example
x,11361,United States Bankruptcy Court for the Middle District of Louisiana,,Bankr. M.D. La.,,133,United States,,1980-12-03,2016-09-13,168534,View example
x,9413,United States Bankruptcy Court for the Middle District of North Carolina,,Bankr. M.D.N.C.,,238,United States,,1979-12-06,2017-12-08,37743,View example
x,15966,United States Bankruptcy Court for the Middle District of North Carolina,9413,Bankr. M.D.N.C,,1,United States,,1997-03-03,1997-03-03,440265,View example
x,9040,United States Bankruptcy Court for the Middle District of Pennsylvania,,Bankr. M.D. Pa.,,650,United States,,1980-04-29,2018-03-01,168203,View example
x,9731,United States Bankruptcy Court for the Middle District of Tennessee,,Bankr. M.D. Tenn.,,454,United States,,1979-11-26,2018-02-01,168318,View example
x,11711,United States Bankruptcy Court for the North District of Alabama,9621,Bankr. N.D. Ala.,,1,United States,,1997-12-16,1997-12-16,1213662,View example
x,9621,United States Bankruptcy Court for the Northern District of Alabama,,Bankr. N.D. Ala.,,561,United States,,1979-12-10,2017-12-20,168121,View example
x,11311,United States Bankruptcy Court for the Northern District of Alabama,9621,Bankr. D. Colo.,,1,United States,,1997-09-30,1997-09-30,991702,View example
x,9492,United States Bankruptcy Court for the Northern District of California,,Bankr. N.D. Cal.,,452,United States,,1980-02-06,2017-11-15,37858,View example
x,9406,United States Bankruptcy Court for the Northern District of Florida,,Bankr. N.D. Fla.,,319,United States,,1891-06-26,2017-02-09,37738,View example
x,9497,United States Bankruptcy Court for the Northern District of Georgia,,Bankr. N.D. Ga.,,1187,United States,,1979-10-10,2018-02-28,37877,View example
x,9334,United States Bankruptcy Court for the Northern District of Illinois,,Bankr. N.D. Ill.,,2389,United States,,1978-01-19,2018-03-29,37849,View example
x,9421,United States Bankruptcy Court for the Northern District of Indiana,,Bankr. N.D. Ind.,,436,United States,,1980-02-19,2017-09-18,37816,View example
x,21004,United States Bankruptcy Court for the Northern District of Indiana,9421,Bankr. N.D. Ind,,3,United States,,2010-04-25,2013-03-11,4173093,View example
x,9394,United States Bankruptcy Court for the Northern District of Iowa,,Bankr. N.D. Iowa,,457,United States,,1980-11-05,2018-02-14,37842,View example
x,9377,United States Bankruptcy Court for the Northern District of Mississippi,,Bankr. N.D. Miss.,,278,United States,,1980-04-16,2018-01-30,37746,View example
x,9443,United States Bankruptcy Court for the Northern District of New York,,Bankr. N.D.N.Y.,,432,United States,,1923-01-02,2017-12-19,37834,View example
x,11302,United States Bankruptcy Court for the Northern District of New York,9443,Bankr. N.D.N.Y,,1,United States,,2009-08-14,2009-08-14,4115763,View example
x,9343,United States Bankruptcy Court for the Northern District of Ohio,,Bankr. N.D. Ohio,,2161,United States,,1980-01-25,2017-12-21,37706,View example
x,9103,United States Bankruptcy Court for the Northern District of Oklahoma,,Bankr. N.D. Okla.,,346,United States,,1979-12-19,2017-06-08,90638,View example
x,24229,United States Bankruptcy Court for the Northern District of Oklahoma,9103,Bankr. N.D. Okla.,,2,Oklahoma,,1989-07-28,1989-08-18,6485577,View example
x,9060,United States Bankruptcy Court for the Northern District of Texas,,Bankr. N.D. Tex.,,1010,United States,,1979-10-30,2017-12-08,37727,View example
